Date,temperature,humidity
2022-07-19 05:15,36.2,54
2022-07-19 05:30,36.3,53
2022-07-19 05:45,36.4,53
2022-07-19 06:00,36.6,52
2022-07-19 06:15,36.6,53
2022-07-19 06:30,36.6,53
2022-07-19 06:45,36.6,53
2022-07-19 07:00,36.7,53
2022-07-19 07:15,37.0,54
2022-07-19 07:30,37.3,53
2022-07-19 07:45,38.0,53
2022-07-19 08:00,38.6,53
2022-07-19 08:15,39.1,53
2022-07-19 08:30,39.5,54
2022-07-19 08:45,40.1,54
2022-07-19 09:00,40.6,54
2022-07-19 09:15,41.1,54
2022-07-19 09:30,41.6,54
2022-07-19 09:45,41.8,57
2022-07-19 10:00,41.9,57
2022-07-19 10:15,37.3,66
2022-07-19 10:30,35.2,67
2022-07-19 10:45,33.9,62
2022-07-19 11:00,33.5,57
2022-07-19 11:15,34.3,53
2022-07-19 11:30,34.8,49
2022-07-19 11:45,34.9,48
2022-07-19 12:00,34.3,55
2022-07-19 12:15,32.9,65
2022-07-19 12:30,32.5,67
2022-07-19 12:45,32.2,68
2022-07-19 13:00,32.0,68
2022-07-19 13:15,31.9,70
2022-07-19 13:30,32.0,68
2022-07-19 13:45,31.9,67
2022-07-19 14:00,31.5,71
2022-07-19 14:15,31.3,70
2022-07-19 14:30,31.4,68
2022-07-19 14:45,31.4,69
2022-07-19 15:00,31.2,70
2022-07-19 15:15,31.1,71
2022-07-19 15:30,30.7,73
2022-07-19 15:45,30.4,74
2022-07-19 16:00,30.4,73
2022-07-19 16:15,34.0,73
2022-07-19 16:30,35.8,51
2022-07-19 16:45,37.3,58
2022-07-19 17:00,38.3,57
2022-07-19 17:15,38.9,56
2022-07-19 17:30,39.3,56
2022-07-19 17:45,39.4,56
2022-07-19 18:00,39.3,55
2022-07-19 18:15,39.5,56
2022-07-19 18:30,39.6,57
2022-07-19 18:45,39.5,57
2022-07-19 19:00,39.5,57
2022-07-19 19:15,39.5,58
2022-07-19 19:30,39.4,58
2022-07-19 19:45,39.4,59
2022-07-19 20:00,39.4,60
2022-07-19 20:15,39.0,44
2022-07-19 20:30,34.7,50
2022-07-19 20:45,36.3,61
2022-07-19 21:00,37.8,61
2022-07-19 21:15,38.3,60
2022-07-19 21:30,38.5,60
2022-07-19 21:45,38.6,60
2022-07-19 22:00,38.5,61
2022-07-19 22:15,38.5,62
2022-07-19 22:30,38.4,62
2022-07-19 22:45,38.3,62
2022-07-19 23:00,36.4,56
2022-07-19 23:15,37.3,62
2022-07-19 23:30,37.7,62
2022-07-19 23:45,37.9,62
